permutation_index,accuracy,signed_margin_null_mean
118,0.55,-0.0320318837523849
119,0.55,-0.027861023738926682
120,0.6,-0.020783241350573262
121,0.5,-0.06280939225065549
122,0.5,-0.00022564911076223827
123,0.6,0.012126782146575293
124,0.5,-0.000962477398451235
125,0.35,0.03639951193223967
126,0.5,0.03465669896093905
127,0.45,-0.03223680816793192
128,0.6,-0.013537527179460074
129,0.6,-0.02127521622743593
130,0.5,-0.03712384265271168
131,0.45,-0.023995732493447046
132,0.55,0.005856114683215075
133,0.5,0.008301919520663366
134,0.65,0.030025724413602906
135,0.4,-0.0137077887444155
136,0.4,-0.09705481217091844
137,0.5,0.06126483994696632
138,0.45,0.00271776584513935
139,0.65,0.019700810492111923
140,0.45,0.008605107384213894
141,0.55,0.04409784583831898
142,0.55,0.035947040297124665
143,0.45,0.0612189490679339
144,0.4,0.04511857141477374
145,0.45,0.0008483694187085278
146,0.55,0.02493674483256496
147,0.65,0.025981794082218006
148,0.5,-0.04819176970334795
149,0.55,0.007564262075249313
150,0.5,0.05171775217539053
151,0.45,-0.024899936337185086
152,0.4,-0.040809965607180455
153,0.55,0.009698591186587075
154,0.45,0.011370726591735894
155,0.5,-0.06182973513716765
156,0.5,0.03443476171544748
157,0.5,-0.02948895706292772
158,0.6,-0.004468309274102755
159,0.55,0.053669569583631095
160,0.45,0.06043800969010195
161,0.45,-0.060513699838289824
162,0.45,-0.023405189621718406
163,0.5,-0.0009582733248576613
164,0.55,0.01931925149671908
165,0.45,0.03836129540567735
166,0.55,-0.03027572645571746
167,0.45,0.004509085954392744
168,0.5,-0.0472438380133873
169,0.5,-0.012854860119870932
170,0.5,0.05799236912609369
171,0.45,-0.01346995740180335
172,0.5,0.03429103350318202
173,0.45,-0.02851276763859669
174,0.5,-0.023758962857136613
175,0.4,0.0526263040904422
176,0.45,-0.026369328162861673
177,0.45,0.0755482078275487
178,0.45,-0.00345188844237882
179,0.45,0.001447532215647765
180,0.5,-0.033695319080686105
181,0.5,0.023188571749311496
182,0.45,-0.03889213855888277
183,0.5,0.028301743632050246
184,0.45,0.016114282173914946
185,0.5,-0.008455500272178696
186,0.35,-0.04739472503411233
187,0.45,0.007170984529279406
188,0.6,0.029481428299732514
189,0.45,-0.0339909718235552
190,0.5,0.06942787866786257
191,0.55,0.0013007848553426098
192,0.45,-0.062319581815934375
193,0.5,-0.039043769001950925
194,0.5,-0.007502904977196615
195,0.55,-0.06919656616202216
196,0.55,0.019990004633809844
197,0.5,-0.04744327634947655
198,0.55,0.005281912918882067
199,0.55,0.0626070389892442
200,0.6,-0.0068436625383279815
201,0.45,0.02239726350380892
202,0.4,-0.034419145279407516
203,0.55,-0.010415632101506882
204,0.5,-0.05417274636589477
205,0.55,-0.002045625850997762
206,0.3,-0.030379349853181782
207,0.6,0.026216643891751552
208,0.45,0.06013107253221772
209,0.65,-0.02846184161602418
210,0.6,0.01774416691294528
211,0.45,-0.08571064597509952
212,0.4,-0.0384804453687168
213,0.5,0.03211675909195405
214,0.5,0.024992676291926516
215,0.4,-0.0374138896252051
216,0.5,-0.009637311091123134
217,0.5,0.05604454164269672
218,0.6,0.05376411322848559
219,0.55,-0.009082669433112983
220,0.5,-0.04831175681426131
221,0.35,0.0054787226253304455
222,0.55,0.012347261201576847
223,0.5,-0.013961310206382934
224,0.5,0.003635527315790835
225,0.4,0.0020056346258661177
226,0.5,-0.01881213969593205
227,0.45,0.03932222085203018
228,0.45,-0.018338428125369198
229,0.45,-0.04788893622636631
230,0.55,-0.050587072430817705
231,0.55,0.01605848030319062
232,0.45,0.005452205622887734
233,0.55,0.014097235659260248
234,0.5,0.05408421835135837
235,0.55,0.031905757455922674
236,0.6,0.053896735391986215
237,0.55,0.039685537774485025
238,0.65,-0.029900729788218606
239,0.5,0.05061504505393148
240,0.65,-0.030298480638971625
241,0.5,0.03659959773855322
242,0.4,-0.029557202463249742
243,0.5,0.057240558843031975
244,0.55,0.020786736145142932
245,0.4,-0.012683756126826295
246,0.55,0.035469498728578346
247,0.55,-0.07180515107038707
248,0.45,-0.01678075577371844
249,0.5,0.013459571970539957
250,0.55,-0.06684399993041204
251,0.5,0.007298180327984735
252,0.55,0.014326943319319451
253,0.4,-0.021867535936039628
254,0.5,-0.0015412938137837368
255,0.45,-0.01899161776242838
256,0.6,0.018007425118096658
257,0.55,0.010927873470772122
258,0.45,0.051018013634589535
259,0.5,-0.07206272002026058
260,0.45,-0.0015671561351411026
261,0.5,-0.02462461297770844
262,0.5,0.021519253176498953
263,0.55,0.07398069033020377
264,0.45,0.026062835776284283
265,0.6,-0.015207687247368165
266,0.55,0.015402455898815776
267,0.5,-0.00562864930878898
268,0.55,-0.012277825252373397
269,0.5,-0.0263166184191393
270,0.6,-0.046732115806220366
271,0.55,0.015335004422690812
272,0.5,-0.003321999942073739
273,0.5,-0.008678577786474026
274,0.45,0.013225085380151463
275,0.7,-0.006713460047229199
276,0.25,-0.04877478657405241
277,0.5,-0.05680022143324541
278,0.5,-0.037949327759676854
279,0.5,-0.0044088160248551165
280,0.5,-0.05724204604142823
281,0.55,0.015400503802254575
282,0.45,-0.07138966270370753
283,0.4,-0.00593526104737353
284,0.5,-0.005774145920873522
285,0.55,5.879109481625733e-05
286,0.5,-0.0032059032782693563
287,0.5,-0.0017067793773520989
288,0.55,-0.09791506494429673
289,0.5,-0.017481416847301905
290,0.35,-0.03719404609688927
291,0.55,0.03370312882110934
292,0.45,-0.017224434308928793
293,0.65,0.0006870157581400166
294,0.6,0.047371409890041
295,0.55,0.027450679747570428
296,0.55,0.04571588797706301
297,0.6,-0.0022145322161967835
298,0.5,0.056296130817763
299,0.5,0.004903646398000494
300,0.55,0.039529350290236825
301,0.55,0.0383019957888203
302,0.5,0.013206795502615836
303,0.65,-0.013812366552192732
304,0.4,-0.012178670549080891
305,0.4,0.018877158992900375
306,0.55,0.0006571969416021978
307,0.45,-0.017694253691704753
308,0.45,0.008883932679679917
309,0.55,0.036501813308791486
310,0.55,-0.007201061022067651
311,0.55,-0.010749236637846127
312,0.4,-0.001579857996664369
313,0.35,-0.010692960263296641
314,0.5,-0.0710177172182963
315,0.45,0.033114243013541766
316,0.55,-0.07210934775646981
317,0.55,-0.06774090597641529
318,0.5,0.06320785070250504
319,0.5,0.06735240144334435
320,0.5,-0.01738025890805533
321,0.5,0.02919341013811458
322,0.4,-0.04975740609520881
323,0.55,0.027458506991370812
324,0.5,-0.010016499247560116
325,0.5,-0.055200612353924
326,0.5,0.03651212739795608
327,0.55,-0.0492194466973367
328,0.6,-0.030273887397183886
329,0.6,-0.03866385805049497
330,0.3,-0.033381590765307355
331,0.45,0.040719738794612
332,0.55,-0.05169022851343089
333,0.55,0.030916370298105282
334,0.6,-0.06693249667722183
335,0.65,-0.028359335922716777
336,0.45,-0.001517144554763304
337,0.5,0.011873644720144686
338,0.55,0.034598365715094094
339,0.5,-0.010523152961170307
340,0.45,-0.009284101209227897
341,0.55,-0.02986133712738438
342,0.4,-0.058063730598789595
343,0.45,0.029171222159359834
344,0.45,-0.0031104693654994456
345,0.45,0.04668740254658577
346,0.4,-0.061585986900062936
347,0.45,-0.04445514363131134
348,0.55,0.012432815066975517
349,0.55,-0.0361411537306333
350,0.4,-0.017298334077348116
351,0.55,0.029998279251089964
352,0.5,0.025548039617215336
353,0.6,0.04262918293187667
354,0.4,-0.07197774352522965
355,0.45,0.04018554223342935
356,0.5,-0.021169215066919354
357,0.45,0.007502472803280952
358,0.65,-0.02714912262800754
359,0.5,0.006689856406463443
360,0.45,0.042063065196749655
361,0.6,0.048686868455366204
362,0.6,0.027241290841412902
363,0.55,0.018750854984044482
364,0.55,0.025269061004275777
365,0.6,0.017833513949703377
366,0.55,0.062161786886846905
367,0.4,-0.002718918508588081
368,0.65,0.05283250811994139
369,0.65,0.030130525818425614
370,0.6,-0.02410208035071651
371,0.45,-0.02959074553846729
372,0.5,-0.01255855842474327
373,0.45,0.028172035497579663
374,0.5,0.06686175962791699
375,0.65,-0.009993681283571679
376,0.55,-0.04545868451353594
377,0.4,0.0511922344077961
378,0.5,-0.013803654793868244
379,0.7,0.044064202116734015
380,0.4,-0.0009000569073596143
381,0.45,0.024314207122830674
382,0.55,-0.04106739425781816
383,0.6,-0.004016902407977506
384,0.6,-0.025171555198126028
385,0.7,-0.040421691419746095
386,0.4,0.006551535874804537
387,0.4,-0.0357974372535314
388,0.55,0.04532114061782465
389,0.55,0.10782633986127613
390,0.45,0.06136991664463236
391,0.55,0.021859018401379354
392,0.6,0.06512049817664872
393,0.55,0.01218605567127962
394,0.55,0.033073831406678696
395,0.45,-0.019053000207421768
396,0.55,0.01269083248843031
397,0.5,0.021942713893814268
398,0.4,0.06657683422680434
399,0.5,0.07643000664226507
400,0.45,-0.041901985356809626
401,0.4,-0.04129529511064506
402,0.5,-0.020135387029965937
403,0.5,0.05122686579876616
404,0.6,0.00867861330605115
405,0.55,0.014533768271619743
406,0.55,0.017917796478446435
407,0.55,-0.006163860882972322
408,0.55,-0.014726914432910493
409,0.4,0.005157084137475509
410,0.55,0.04599719837467316
411,0.45,0.013017527203747863
412,0.5,-0.06199031380559428
413,0.45,0.034638927991754345
414,0.55,-0.05308707971533144
415,0.4,0.05676423915362263
416,0.5,-0.015638815419888118
417,0.55,0.008416207325783836
418,0.55,-0.029016349217926323
419,0.55,0.06011263667269381
420,0.55,-0.027736475226474343
421,0.4,-0.0067181498487017075
422,0.45,-0.07783523576942274
423,0.65,0.025899455052429615
424,0.5,0.024893639615249073
425,0.55,-0.01999043881415921
426,0.6,-0.05727453383229368
427,0.55,-0.03755852626261052
428,0.45,0.0280036562027872
429,0.6,-0.004362230550681726
430,0.6,0.021590437770437974
431,0.5,0.0042944615693686
432,0.4,0.07078577130013902
433,0.45,-0.019287899341228466
434,0.45,-0.009230371253607017
435,0.55,0.005576972921447781
436,0.6,-0.078562278269279
437,0.65,-0.09769537459273589
438,0.55,0.024575325899854138
439,0.35,-0.02753965090359129
440,0.55,0.015366158601480471
441,0.4,0.022940928235606416
442,0.5,-0.028761608481348823
443,0.4,-0.029558702318532117
444,0.55,-0.0035831389504896727
445,0.5,-0.023197442856436525
446,0.45,-0.009204764964779354
447,0.6,-0.04286169357967179
448,0.45,0.03351956159033328
449,0.6,0.07349917714609634
450,0.55,0.007555283846581495
451,0.55,-0.007180853757352934
452,0.5,-0.008161611675871084
453,0.5,-0.015115059283406066
454,0.5,0.008223754084585935
455,0.45,-0.01590914369537039
456,0.45,-0.05442672952142409
457,0.6,0.06214985957816871
458,0.4,-0.09503587534506179
459,0.5,0.00894534873917358
460,0.45,-0.026029154598093057
461,0.5,0.052510307552339805
462,0.5,0.02516170000293121
463,0.5,-0.05089473395318524
464,0.45,0.011585906256506216
465,0.4,0.06735467364147912
466,0.45,0.036750827118377696
467,0.6,0.03031033144509483
468,0.4,-0.006788036874552596
469,0.55,0.00045119233059410233
470,0.5,-0.006120211390225444
471,0.55,0.007991485200686798
472,0.45,0.006418607565867854
473,0.6,-0.025591218052252014
474,0.45,0.0267114903128021
475,0.45,-0.017297182429772705
476,0.5,0.03426394985471258
477,0.45,-0.0010297100020930817
478,0.5,-0.01696505339146745
479,0.35,-0.05646725529917966
480,0.35,0.03273878324741593
481,0.6,0.08648808522113957
482,0.6,0.05866276362663183
483,0.5,-0.037261336476235404
484,0.55,-0.011188913041856001
485,0.55,-0.0933751280342193
486,0.45,0.0236085607898322
487,0.3,-0.001459817077668607
488,0.45,-0.024319005032806693
489,0.5,-0.1066604476203322
490,0.6,0.016705076248776658
491,0.5,0.012081766828726049
492,0.5,0.042703519858160593
493,0.4,0.022479100952043377
494,0.5,-0.004164209038218694
495,0.45,0.02359614177098921
496,0.5,-0.0783068509172133
497,0.6,-0.014324158560515929
498,0.6,-0.03884381410269637
499,0.45,-0.0411619445259972
500,0.7,-0.010779424774576146
501,0.5,-0.07009410279286656
502,0.55,-0.01728752615523848
503,0.45,0.06497759174795911
504,0.45,0.020696601071326176
505,0.6,0.00036359036296239046
506,0.5,0.07361787524740893
507,0.5,-0.03009108551454871
508,0.5,0.026603098577890383
509,0.5,0.0680542061250341
510,0.35,-0.06112530413618267
511,0.4,0.014700629451325924
512,0.45,0.04550128230867383
513,0.55,-0.02003494825167785
514,0.55,0.06395038706680117
515,0.65,-0.02021055681406008
516,0.45,0.014013246605544382
517,0.5,-0.02164409939014001
518,0.45,-0.0333142531908294
519,0.45,-0.04420305375124798
520,0.6,-0.025440787662615212
521,0.6,-0.005845627265071323
522,0.55,-0.011895678556116276
523,0.55,-0.09207002450725019
524,0.6,-0.015189536911855806
525,0.55,-0.00966271788079357
526,0.5,0.09214468580730836
527,0.35,-0.008582002282380643
528,0.45,-0.05462774628700286
529,0.6,-0.0689831320198356
530,0.5,0.01738343700026294
531,0.5,-0.02359438027781653
532,0.45,-0.05005907098214195
533,0.6,0.0208963413906936
534,0.65,-0.01753891499355978
535,0.55,0.003174936531915773
536,0.5,-0.03379107948981748
537,0.45,0.06927298808968549
538,0.55,0.018778645388496634
539,0.5,0.03308063875524422
540,0.5,-0.025838259867426865
541,0.65,-0.033330828729672315
542,0.5,0.03554129342114708
543,0.6,-0.04151385163643119
544,0.5,0.03969857649436857
545,0.55,-0.04481012218902773
546,0.4,0.054564505928208475
547,0.4,0.035955415662777844
548,0.45,-0.06310557639205905
549,0.55,0.010211364393001049
550,0.5,0.05465546825357627
551,0.55,0.04348879761830633
552,0.55,0.05316612969325794
553,0.5,0.05857138045213617
554,0.45,0.02087963452869537
555,0.6,0.06513391533386623
556,0.5,-0.013607435553575345
557,0.5,0.03152530121260616
558,0.6,0.00480031816873421
559,0.55,-0.03367863359608323
560,0.5,-0.0570138139172671
561,0.6,-0.05062952768226135
562,0.55,0.03626767675798834
563,0.45,-0.026997618865796658
564,0.55,0.06186513172644477
565,0.45,-0.009946074613674008
566,0.35,0.009253033963757148
567,0.55,0.06315340081011149
568,0.55,0.019221495733933447
569,0.5,-0.02602409595136469
570,0.6,-0.012050293802633717
571,0.7,-0.018100900221859013
572,0.45,-0.0366123880943174
573,0.55,-0.02430800849363187
574,0.6,-0.006696090797692722
575,0.45,0.004714338228376161
576,0.45,-0.09063610724492896
577,0.5,0.037471368978127986
578,0.45,0.007423860238218496
579,0.4,-0.07045610203847659
580,0.55,0.03926987105415429
581,0.55,0.055401584010605576
582,0.45,0.019802973683981307
583,0.5,-0.0331149910685591
584,0.3,-0.05803583319251575
585,0.55,-0.019081391244055217
586,0.6,-0.0393322471002503
587,0.6,0.030796564446669027
588,0.45,-0.048731914501425035
589,0.7,-0.028551957131262896
590,0.5,-0.03601854148840998
591,0.6,0.015791137545082226
592,0.55,-0.024995893687983634
593,0.6,-0.05570064211295291
594,0.6,-0.021061399242443303
595,0.4,0.051067973512075704
596,0.35,-0.07360010755410118
597,0.65,0.025127806769071552
598,0.55,0.04858796614087383
599,0.65,0.007871333346308965
600,0.55,-0.06284338233457978
601,0.45,0.038193440849575586
602,0.6,0.025430167430969146
603,0.45,0.06532339528201045
604,0.4,0.0427348978041535
605,0.65,-0.016503681418906412
606,0.55,-0.05477355773733676
607,0.5,-0.041210816871489545
608,0.55,0.05121111038691088
609,0.5,0.008008981808193528
610,0.5,-0.03767468902526272
611,0.5,-0.06305479130928754
612,0.5,-0.05231343644425131
613,0.45,0.0033664013850782104
614,0.45,-0.03680524023269682
615,0.45,0.028891246459724695
616,0.5,-0.03578288332768405
617,0.5,0.046628886706184126
618,0.65,0.1062402491176933
619,0.5,0.06609614267957091
620,0.5,-0.009747832673866858
621,0.45,-0.0022963745289253405
622,0.5,0.016356515756103703
623,0.5,-0.0033418102652950964
624,0.55,0.02200376661114774
625,0.6,0.0866475983553423
626,0.5,-0.08162844563054898
627,0.6,-0.02294404428284736
628,0.45,0.025866426235080054
629,0.55,-0.03345789050585268
630,0.55,0.015845661892019657
631,0.5,-0.0323535183454235
632,0.35,-0.06758485563891292
633,0.55,0.027797965316777064
634,0.55,-0.08279634144013062
635,0.6,0.05787491112772771
636,0.4,-0.01437928125924344
637,0.6,0.02483476483402866
638,0.4,-0.07190386760526712
639,0.5,-0.037667968250207115
640,0.6,-0.0309418027328734
641,0.55,-0.03465348748833087
642,0.5,-0.018554454158712375
643,0.4,-0.00805504175490609
644,0.45,-0.05694105392646496
645,0.5,0.008153174879249141
646,0.5,-0.013334659227467415
647,0.4,0.014604502506361628
648,0.5,0.02004484829970646
649,0.5,-0.021427873102264745
650,0.5,-0.00439507125065563
651,0.55,0.008749007661077886
652,0.45,-0.049094174651275566
653,0.55,-0.004225124056872353
654,0.35,-0.01934206861613883
655,0.55,0.034990339435335346
656,0.6,0.0051784420774029834
657,0.35,-0.000540275378441963
658,0.6,-0.001333508004810796
659,0.5,0.04282650088083846
660,0.5,0.010016527343123457
661,0.45,-0.02888821471100137
662,0.55,0.006436700089026376
663,0.55,0.019908709862463476
664,0.45,-0.042031433291883344
665,0.35,0.01809109391528853
666,0.55,-0.03132434873329444
667,0.4,-0.05266024843948527
668,0.6,0.009332250315135454
669,0.6,-0.028318582302371803
670,0.65,0.05906240776661278
671,0.6,-0.006711064939226119
672,0.6,0.05019840311139898
673,0.45,-0.05091204920409227
674,0.5,-0.04834672532869264
675,0.65,0.04062828566359592
676,0.45,-0.01677589600392279
677,0.65,0.019849696927668435
678,0.45,0.02372564558857544
679,0.55,0.055114154154343474
680,0.55,0.027475496617322424
681,0.65,-0.007864917785447498
682,0.7,-0.022220807196361332
683,0.6,-0.05774177794485955
684,0.55,0.03277656599705611
685,0.6,0.015626488801071085
686,0.45,-0.05850620507439167
687,0.35,0.08500280498043573
688,0.55,0.000514107022884669
689,0.55,0.03080080952735299
690,0.65,-0.0254128767756149
691,0.5,-0.02500248922695702
692,0.55,-0.04650244303892307
693,0.55,0.023302596801048913
694,0.45,0.017891048389566084
695,0.4,-0.011501925519504817
696,0.5,0.04575307941894487
697,0.3,0.00926547212490591
698,0.6,0.04546363086535565
699,0.4,-0.017457689678495435
700,0.6,-0.035987475801305895
701,0.5,0.03231723601369807
702,0.55,0.01722928607768484
703,0.6,0.04693976441478177
704,0.65,-0.0026633955448464365
705,0.55,-0.010265784071314071
706,0.4,-0.023347164273400854
707,0.7,-0.020466486306742238
708,0.4,0.029327342447526782
709,0.35,-0.03733532529742095
710,0.45,0.04856319475373899
711,0.45,0.02051433140156798
712,0.5,-0.0030447903747114367
713,0.35,-0.013597903586648774
714,0.5,0.07726783245145437
715,0.45,-0.09748595009028917
716,0.5,-0.025282742234247778
717,0.55,-0.0064015398661513515
718,0.35,-0.07961031434525201
719,0.5,-0.038692106119946085
720,0.6,-0.02739159443896519
721,0.45,0.006036827597874339
722,0.45,0.02884474263203308
723,0.5,0.06087787455419665
724,0.55,-0.028894045790034982
725,0.6,-0.03936145642094645
726,0.6,-0.0034871901454336884
727,0.45,-0.023852506271316083
728,0.6,0.022105593569421794
729,0.45,-0.04828371364711633
730,0.4,0.0010163244070736475
731,0.5,-0.07874909183712833
732,0.5,0.008500922617449308
733,0.6,0.014813297400221715
734,0.55,0.015833587233885598
735,0.5,0.0618968173185121
736,0.55,-0.018465714235564708
737,0.55,-0.05270822760021251
738,0.45,-0.0013288315448934274
739,0.5,0.07725890922403726
740,0.6,-0.0016486166010496364
741,0.5,-0.054586659139279056
742,0.4,-0.02441055432968727
743,0.5,-0.045645149985804614
744,0.5,-0.02203925244851553
745,0.6,0.02129398461783317
746,0.6,0.003583798523359533
747,0.45,-0.004683529462844144
748,0.45,0.002115304359494441
749,0.4,0.030253852086569964
750,0.4,-0.09646176338008569
751,0.5,-0.06263114934161874
752,0.55,-0.0007289701684374151
753,0.5,-0.033724536286989334
754,0.45,-0.05173859880613112
755,0.6,0.00942883548923536
756,0.55,-0.05949227153178223
757,0.4,-0.03869917977281247
758,0.55,-0.036510996058725265
759,0.65,-0.002216592265230555
760,0.4,0.022301973083347852
761,0.55,0.004339254148510918
762,0.5,0.021493025300785173
763,0.45,0.0009590450452815952
764,0.4,-0.0157831131471555
765,0.4,-0.008691853903241235
766,0.75,0.07016814762991712
767,0.55,-0.011750793386699772
768,0.4,-0.011165592418340312
769,0.6,-0.021046897958720952
770,0.4,-0.06286209928035207
771,0.6,-0.04385715883405308
772,0.55,0.013629515820820243
773,0.55,-0.003484988833796851
774,0.5,0.014180679069730973
775,0.65,-0.05410097278851429
776,0.4,-0.033729088738078394
777,0.55,0.005541572381580789
778,0.5,0.005663543951979833
779,0.4,0.03944945441698185
780,0.6,-0.02353714968375807
781,0.55,-0.04938187837492729
782,0.55,0.043806184859692184
783,0.5,0.013118310184929533
784,0.6,0.006727266475645218
785,0.5,-0.05141477486714645
786,0.55,-0.01278761230193197
787,0.55,-0.0022903115059225267
788,0.55,-0.031827021444536585
789,0.6,-0.09224619588125237
790,0.45,0.09758328334734323
791,0.6,-0.04421120056498161
792,0.4,-0.011536618923832093
793,0.5,-0.02287363496165301
794,0.6,-0.036116513251888555
795,0.45,0.018339214455800067
796,0.6,0.005932337245447371
797,0.7,-0.02648879459450455
798,0.55,0.0002959879031243645
799,0.55,0.009541273188466795
800,0.5,0.053198349854556695
801,0.55,0.043901160747292056
802,0.45,-0.06298631945997542
803,0.6,0.0008648366271018059
804,0.55,-0.023197401157021257
805,0.45,-0.015595324793883661
806,0.45,-0.07532352798548529
807,0.6,-0.003247990691930253
808,0.5,0.0454058252391646
809,0.4,-0.04236889410723486
810,0.55,-0.015564688250677574
811,0.5,0.014911275019033984
812,0.45,-0.031162513402850457
813,0.45,0.053837562221591584
814,0.5,-0.08431331947767101
815,0.55,0.005328798570386711
816,0.5,0.06847855991000965
817,0.45,-0.006781903686117681
818,0.45,0.019833690396764674
819,0.45,-0.004623340465588907
820,0.55,0.07119634424113677
821,0.4,0.026686450632134373
822,0.55,-0.020504451155143183
823,0.6,-0.023826332743666325
824,0.4,-0.05802967009233654
825,0.55,-0.05715201751299885
826,0.4,-0.06285879380361853
827,0.45,-0.06146498212143101
828,0.5,0.0067725508196608275
829,0.35,0.04221578125400591
830,0.55,-0.025817878697171538
831,0.4,-0.012360984299219478
832,0.55,0.03263702566950415
833,0.55,-0.026493497878107404
834,0.4,0.060626105287947915
835,0.55,-0.050582648588548926
836,0.65,-0.008947720932076839
837,0.5,0.019044050949929205
838,0.75,0.021845369864517246
839,0.6,0.07376343617828073
840,0.45,-0.007022083500827938
841,0.55,0.06696662306275665
842,0.5,-0.03600781069702289
843,0.6,0.0090824634422999
844,0.4,0.06251427843247494
845,0.5,-0.009101092671384
846,0.45,-0.08270040540409491
847,0.55,0.024530891099171215
848,0.5,0.0376211719189055
849,0.4,-0.019555361198424707
850,0.55,-0.01788138786575478
851,0.4,0.09327601490293017
852,0.55,-0.054250058383530864
853,0.55,-0.052937992224445195
854,0.6,0.002523079576765436
855,0.45,-0.012403304782856334
856,0.55,-0.08586585503530622
857,0.55,0.004512399822522789
858,0.45,-0.008752741360314094
859,0.5,-0.07772922962636261
860,0.55,-0.05772025332482604
861,0.65,-0.018143218269448085
862,0.55,-0.029249554021474316
863,0.55,-0.017882850760925866
864,0.45,0.01872541993666014
865,0.4,0.004317245150256836
866,0.55,0.015775558434214743
867,0.45,-0.0519544219588662
868,0.5,0.013634688519037364
869,0.45,0.021606098018882736
870,0.6,0.01633723225007182
871,0.55,0.04061323327082471
872,0.55,0.036551975092004564
873,0.5,0.0023836463106369473
874,0.45,-0.0653155340912567
875,0.55,0.017850384695692816
876,0.5,0.05260732930563687
877,0.55,0.015468338677488253
878,0.55,-0.059741634351330355
879,0.55,0.014413320679377945
880,0.45,-0.04779522935582244
881,0.5,0.02916970377051068
882,0.4,0.08102691199290629
883,0.55,0.037464826627508815
884,0.5,0.005518125794045092
885,0.5,0.009591529411352636
886,0.45,0.013940644129124876
887,0.45,0.001275434716683252
888,0.5,-0.01573550648507483
889,0.4,-0.05918383456490778
890,0.45,0.02945977264908365
891,0.55,-0.0237777393195266
892,0.65,0.03713872465293061
893,0.5,0.04166277589630725
894,0.5,0.08049635954793946
895,0.5,0.06994818834879604
896,0.65,0.05574615048760939
